縣市名稱,鄉鎮市區,學生等級,學校代碼,學校名稱,公/私立,地區屬性,地址,電話,網址,班級數,男教師數,女教師數,男學生數,女學生數,原住民學生比率,上學年男畢業生數,上學年女畢業生數
[06]臺中市,新社區,國小,64646,市立新社區東興國小,公立,偏遠,[426]臺中市新社區東興里興社街一段國校巷13號,(04)25811467,http://www.dxps.tc.edu.tw,6,7,5,26,29,3.64,6,8
[06]臺中市,新社區,國小,64648,市立協成國小,公立,偏遠,[426]臺中市新社區協成里興義街219號,(04)25813437,http://163.17.161.129,6,3,9,31,44,2.67,6,8
[06]臺中市,新社區,國小,64649,市立大林國小,公立,偏遠,[426]臺中市新社區福興里美林38號,(04)25941995,http://www.dles.tc.edu.tw,6,6,6,15,9,4.17,0,2
[06]臺中市,新社區,國小,64650,市立崑山國小,公立,偏遠,[426]臺中市新社區崑山里崑南街崑崙巷5-2號,(04)25812496,http://163.17.149.1/,6,6,6,13,17,0,3,5
[06]臺中市,新社區,國小,64651,市立中和國小,公立,偏遠,[426]臺中市新社區中和里中興街129號,(04)25931001,http://www.ches.tc.edu.tw,6,5,8,8,8,12.5,1,3
[06]臺中市,清水區,國小,64659,市立大楊國小,公立,偏遠,[436]臺中市清水區楊厝里鱉海路325號,(04)26200634,http://web.dayes.tc.edu.tw/drupal,6,7,6,45,49,0,8,10
[06]臺中市,清水區,國小,64660,市立東山國小,公立,偏遠,[436]臺中市清水區東山里神清路6之1號,(04)26200517,http://163.17.161.1,6,9,3,35,31,4.55,9,6
[06]臺中市,大甲區,國小,64666,市立德化國小,公立,偏遠,[437]臺中市大甲區和平路290號,(04)26874602,http://www.dwps.tc.edu.tw,7,2,12,69,71,0,15,13
[06]臺中市,大甲區,國小,64669,市立文武國小,公立,偏遠,[437]臺中市大甲區武陵里文曲路61號,(04)26710928,http://www.wwps.tc.edu.tw,6,3,9,34,28,1.61,5,8
[06]臺中市,大甲區,國小,64671,市立東明國小,公立,偏遠,[437]臺中市大甲區幸福里東明路93號,(04)26814404,http://www.dmes.tc.edu.tw,6,5,7,27,33,0,5,12
[06]臺中市,大甲區,國小,64673,市立西岐國小,公立,偏遠,[437]臺中市大甲區西岐里順帆路96號,(04)26811747,http://www.hcps.tc.edu.tw,11,8,12,83,82,0,22,12
[06]臺中市,大安區,國小,64683,市立三光國小,公立,偏遠,[439]臺中市大安區龜殼里3鄰中松路297號,(04)26710148,http://www.skps.tc.edu.tw,6,2,10,25,26,0,8,4
[06]臺中市,大安區,國小,64684,市立海墘國小,公立,偏遠,[439]臺中市大安區海墘里大安港路1100號,(04)26876085,http://www.hices.tc.edu.tw,7,5,9,65,57,0,11,18
[06]臺中市,大安區,國小,64685,市立大安區永安國小,公立,偏遠,[439]臺中市大安區永安里東西四路二段252號,(04)26874931,http://163.17.112.131,6,4,11,60,60,3.33,14,13
[06]臺中市,烏日區,國小,64697,市立溪尾國小,公立,偏遠,[414]臺中市烏日區溪尾里溪岸路26號,(049)2523020,http://sfs.cwps.tc.edu.tw/school/web/index.php,6,5,7,13,8,4.76,4,2
[06]臺中市,霧峰區,國小,64717,市立峰谷國小,公立,偏遠,[413]臺中市霧峰區峰谷里峰谷路496號,(04)23399271,http://www.fgps.tc.edu.tw,6,3,11,39,31,0,6,5
[06]臺中市,霧峰區,國小,64718,市立桐林國小,公立,偏遠,[413]臺中市霧峰區民生路675號,(04)23304311,http://www.tles.tc.edu.tw,6,4,8,44,38,0,4,4
[06]臺中市,霧峰區,國小,64720,市立霧峰區光正國小,公立,偏遠,[413]臺中市霧峰區豐正路566號,(04)23398687,http://www.kces.tc.edu.tw,6,4,10,68,58,1.59,8,11
[06]臺中市,太平區,國小,64726,市立黃竹國小,公立,偏遠,[411]臺中市太平區黃竹里竹村路41號,(04)22715933,http://www.hjes.tc.edu.tw,5,4,6,6,9,0,3,0
[06]臺中市,太平區,國小,64728,市立東汴國小,公立,偏遠,[411]臺中市太平區東汴里山田路100號,(04)22702664,http://www.dbes.tc.edu.tw,6,7,6,28,21,0,8,3
[06]臺中市,和平區,國小,64729,市立和平區和平國小,公立,特偏,[424]臺中市和平區南勢里東關路三段54號,(04)25941304,http://www.hpps.tc.edu.tw,6,7,5,20,23,51.16,2,4
[06]臺中市,新社區,國小,64730,市立福民國小,公立,特偏,[426]臺中市新社區福興里福民16-7號,(04)25941147,http://163.17.150.1,6,2,10,7,14,0,2,4
[06]臺中市,和平區,國小,64731,市立白冷國小,公立,極偏,[424]臺中市和平區天輪里東關路二路天輪巷42號,(04)25941184,http://www.plps.tc.edu.tw,6,5,8,14,16,56.67,3,1
[06]臺中市,和平區,國小,64732,市立博屋瑪國小,公立,極偏,[424]臺中市和平區達觀里育英巷6號,(04)25911487,http://www.tges.tc.edu.tw/,6,7,9,29,34,96.83,5,3
[06]臺中市,和平區,國小,64733,市立中坑國小,公立,極偏,[424]臺中市和平區中坑里中坑巷41號,(04)25874992,http://tw.school.uschoolnet.com/?id=es00001253,6,8,7,32,25,10.53,4,3
[06]臺中市,和平區,國小,64734,市立平等國小,公立,極偏,[424]臺中市和平區中興路三段環山3巷35號,(04)25802204,http://www.pdes.tc.edu.tw,6,3,9,19,18,83.78,5,5
[06]臺中市,和平區,國小,64735,市立博愛國小,公立,極偏,[424]臺中市和平區博愛里東關路一段松鶴三巷10號,(04)25943446,http://www.baes.tc.edu.tw,12,6,16,35,31,65.15,3,3
[06]臺中市,和平區,國小,64736,市立自由國小,公立,極偏,[424]臺中市和平區自由里東崎路二段49號,(04)25911342,http://www.yyps.tc.edu.tw,12,8,17,27,24,78.43,2,2
[06]臺中市,和平區,國小,64737,市立梨山國(中)小,公立,極偏,[424]臺中市和平區梨山里福壽路10號,(04)25981510,http://www.lses.tc.edu.tw,6,3,9,54,53,42.99,15,9
[06]臺中市,清水區,國小,64754,市立吳厝國小,公立,偏遠,[436]臺中市清水區吳厝里吳厝路35號,(04)26200864,http://www.wtes.tc.edu.tw,6,5,7,35,37,2.78,7,8
[11]臺南市,仁德區,國小,114602,市立文賢國小,公立,偏遠,[717]臺南市仁德區保安里文賢路一段886號,(06)2661260,http://www.wsps.tn.edu.tw/~w/,6,2,9,76,55,1.53,9,12
[11]臺南市,仁德區,國小,114604,市立依仁國小,公立,偏遠,[717]臺南市仁德區中洲里中洲1之126號,(06)2662108,http://www.yres.tn.edu.tw,6,7,4,44,46,2.22,11,2
[11]臺南市,仁德區,國小,114606,市立仁和國小,公立,偏遠,[717]臺南市仁德區仁愛里保仁路68號,(06)2681927,http://www.rhes.tn.edu.tw,7,6,7,56,53,3.67,7,8
[11]臺南市,仁德區,國小,114608,市立虎山實驗小學,公立,偏遠,[717]臺南市仁德區成功里虎山一街100號,(06)2661490,http://www.hsps.tn.edu.tw,8,6,9,102,80,1.1,11,11
[11]臺南市,關廟區,國小,114615,市立保東國小,公立,偏遠,[718]臺南市關廟區埤頭里關新路一段776號,(06)5952344,http://www.bdes.tn.edu.tw,6,2,10,40,34,2.7,7,3
[11]臺南市,關廟區,國小,114616,市立崇和國小,公立,偏遠,[718]臺南市關廟區田中里南雄南路568號,(06)5551040,http://www.chees.tn.edu.tw,6,5,6,23,14,0,1,4
[11]臺南市,關廟區,國小,114617,市立文和實驗小學,公立,偏遠,[718]臺南市關廟區布袋里長文街37號,(06)5551937,http://www.whps.tn.edu.tw,6,4,7,25,23,0,3,7
[11]臺南市,關廟區,國小,114618,市立深坑國小,公立,偏遠,[718]臺南市關廟區南雄路一段487號,(06)5952409,http://www.skps.tn.edu.tw,6,3,8,40,33,1.37,6,9
[11]臺南市,關廟區,國小,114619,市立新光國小,公立,偏遠,[718]臺南市關廟區新光街76號,(06)5952419,http://163.26.96.1,6,2,9,21,17,0,2,3
[11]臺南市,龍崎區,國小,114620,市立龍崎國小,公立,偏遠,[719]臺南市龍崎區崎頂里新市子41號,(06)5941204,http://www.lces.tn.edu.tw,12,11,10,32,25,0,5,4
[11]臺南市,新化區,國小,114632,市立口埤實驗小學,公立,偏遠,[712]臺南市新化區知義里口埤88號,(06)5901445,http://www.kbes.tn.edu.tw,6,4,8,47,42,1.12,3,2
[11]臺南市,山上區,國小,114635,市立山上國小,公立,偏遠,[743]臺南市山上區南洲里42號,(06)5781203,http://www.sases.tn.edu.tw,9,7,10,75,77,1.97,20,12
[11]臺南市,玉井區,國小,114637,市立層林國小,公立,偏遠,[714]臺南市玉井區層林里115號,(06)5743574,http://www.tles.tn.edu.tw/,6,6,6,35,23,3.45,5,6
[11]臺南市,楠西區,國小,114638,市立楠西國小,公立,偏遠,[715]臺南市楠西區楠西里四維路69號,(06)5751062,http://www.nsps.tn.edu.tw/,12,7,15,157,119,0,28,20
[11]臺南市,南化區,國小,114639,市立南化國小,公立,特偏,[716]臺南市南化區南化里17號,(06)5771118,http://www.nhes.tn.edu.tw,6,1,10,48,39,0,12,5
[11]臺南市,南化區,國小,114640,市立北寮國小,公立,特偏,[716]臺南市南化區北寮里110之27號,(06)5772215,http://www.bles.tn.edu.tw,6,5,6,20,16,0,6,5
[11]臺南市,南化區,國小,114641,市立西埔國小,公立,特偏,[716]臺南市南化區西埔里117號,(06)5771240,http://www.spes.tn.edu.tw,6,4,7,16,21,5.41,3,6
[11]臺南市,南化區,國小,114642,市立玉山國小,公立,特偏,[716]臺南市南化區玉山里48之1號,(06)5772072,http://www.ysps.tn.edu.tw,6,4,7,11,9,0,2,0
[11]臺南市,南化區,國小,114643,市立瑞峰國小,公立,極偏,[716]臺南市南化區關山里96號,(06)5770093,http://www.rfes.tn.edu.tw,5,3,8,6,1,14.29,0,1
[11]臺南市,左鎮區,國小,114644,市立左鎮國小,公立,偏遠,[713]臺南市左鎮區中正里7號,(06)5731019,http://tjesweb.dcs.tn.edu.tw/,6,4,7,33,27,0,7,7
[11]臺南市,左鎮區,國小,114646,市立光榮國小,公立,偏遠,[713]臺南市左鎮區榮和里61之1號,(06)5731658,http://www.gres.tn.edu.tw,6,6,5,24,19,0,3,3
[11]臺南市,麻豆區,國小,114661,市立文正國小,公立,偏遠,[721]臺南市麻豆區南勢里86號,(06)5722168,http://www.wjps.tn.edu.tw,6,6,5,32,24,5.36,11,4
[11]臺南市,麻豆區,國小,114663,市立安業國小,公立,偏遠,[721]臺南市麻豆區安東里113號,(06)5722261,http://www.ayes.tn.edu.tw,7,5,8,71,52,1.63,4,5
[11]臺南市,麻豆區,國小,114664,市立北勢國小,公立,偏遠,[721]臺南市麻豆區北勢里15號,(06)5722844,http://www.bses.tn.edu.tw,6,6,5,29,39,1.47,9,4
[11]臺南市,麻豆區,國小,114665,市立港尾國小,公立,偏遠,[721]臺南市麻豆區港尾里港尾9號,(06)5701341,http://www.gwes.tn.edu.tw,6,9,2,21,13,2.94,4,5
[11]臺南市,麻豆區,國小,114667,市立紀安國小,公立,偏遠,[721]臺南市麻豆區謝安里231號,(06)5722306,http://www.jaes.tn.edu.tw,6,3,8,34,31,0,7,7
[11]臺南市,佳里區,國小,114670,市立延平國小,公立,偏遠,[722]臺南市佳里區頂?里136號,(06)7222331,http://www.ypes.tn.edu.tw,6,4,8,45,51,0,8,15
[11]臺南市,佳里區,國小,114671,市立塭內國小,公立,偏遠,[722]臺南市佳里區塭內里塭子內40號,(06)7891054,http://www.wnes.tn.edu.tw/,6,4,7,27,24,0,4,1
[11]臺南市,佳里區,國小,114672,市立子龍國小,公立,偏遠,[722]臺南市佳里區三協里潭墘5號,(06)7262913,http://www.tlps.tn.edu.tw,6,5,7,60,40,0,10,10
[11]臺南市,佳里區,國小,114674,市立通興國小,公立,偏遠,[722]臺南市佳里區通興里埔頂5之1號,(06)7873531,http://www.tses.tn.edu.tw,6,6,6,18,10,0,0,2
[11]臺南市,西港區,國小,114680,市立松林國小,公立,偏遠,[723]臺南市西港區檨林里39之1號,(06)7952205,http://www.soles.tn.edu.tw,6,5,6,50,51,6.93,4,1
[11]臺南市,七股區,國小,114681,市立七股國小,公立,偏遠,[724]臺南市七股區大埕里395號,(06)7872076,http://www.cgps.tn.edu.tw,8,12,5,86,71,0.64,12,14
[11]臺南市,七股區,國小,114682,市立後港國小,公立,偏遠,[724]臺南市七股區大潭里台潭1號,(06)7941305,http://www.hges.tn.edu.tw,6,4,8,20,13,0,3,5
[11]臺南市,七股區,國小,114683,市立竹橋國小,公立,偏遠,[724]臺南市七股區竹橋里130號,(06)7891041,http://www.jces.tn.edu.tw,6,6,6,21,29,0,7,11
[11]臺南市,七股區,國小,114684,市立三股國小,公立,偏遠,[724]臺南市七股區三股里100號,(06)7880744,http://www.sgps.tn.edu.tw,6,5,7,41,43,1.19,10,11
[11]臺南市,七股區,國小,114685,市立光復生態實驗小學,公立,偏遠,[724]臺南市七股區?埕里?埕1號,(06)7800530,http://www.gfes.tn.edu.tw,6,2,10,14,13,0,4,1
[11]臺南市,七股區,國小,114686,市立篤加國小,公立,偏遠,[724]臺南市七股區篤加里120號,(06)7872536,http://www.djaes.tn.edu.tw/,6,5,7,31,25,1.79,6,5
[11]臺南市,七股區,國小,114688,市立龍山國小,公立,偏遠,[724]臺南市七股區龍山里12號,(06)7872108,http://www.lses.tn.edu.tw,6,5,6,11,19,0,3,3
[11]臺南市,七股區,國小,114689,市立建功國小,公立,偏遠,[724]臺南市七股區十份里74之1號,(06)7880114,http://www.jgps.tn.edu.tw,6,4,7,19,24,0,9,2
[11]臺南市,七股區,國小,114691,市立大文國小,公立,偏遠,[724]臺南市七股區大埕里大寮36之2號,(06)7872730,http://www.dwes.tn.edu.tw,6,7,5,35,33,1.47,9,12
[11]臺南市,七股區,國小,114692,市立樹林國小,公立,偏遠,[724]臺南市七股區樹林里65之11號,(06)7891031,http://www.sules.tn.edu.tw,6,4,7,26,18,0,7,2
[11]臺南市,將軍區,國小,114693,市立將軍國小,公立,偏遠,[725]臺南市將軍區將貴里58號,(06)7942034,http://www.jjes.tn.edu.tw,6,6,6,31,33,0,3,9
[11]臺南市,將軍區,國小,114695,市立苓和國小,公立,偏遠,[725]臺南市將軍區苓和里132號,(06)7942031,http://lhes.dcs.tn.edu.tw/,6,5,6,38,28,0,5,7
[11]臺南市,將軍區,國小,114696,市立鯤鯓國小,公立,偏遠,[725]臺南市將軍區鯤溟里6號,(06)7920185,http://www.ksps.tn.edu.tw,6,5,6,31,35,3.03,6,7
[11]臺南市,將軍區,國小,114697,市立長平國小,公立,偏遠,[725]臺南市將軍區長沙里132之2號,(06)7931146,http://www.cpes.tn.edu.tw,6,6,6,38,28,0,8,9
[11]臺南市,北門區,國小,114699,市立北門國小,公立,偏遠,[727]臺南市北門區北門里舊埕3號,(06)7862035,http://www.bmes.tn.edu.tw,11,9,13,26,28,0,5,7
[11]臺南市,北門區,國小,114700,市立蚵寮國小,公立,偏遠,[727]臺南市北門區鯤江里791號,(06)7863250,http://www.kles.tn.edu.tw,6,7,7,49,31,0,9,5
[11]臺南市,北門區,國小,114701,市立文山國小,公立,偏遠,[727]臺南市北門區文山里4鄰溪底寮50號,(06)7862060,http://www.wses.tn.edu.tw,6,6,6,21,21,0,5,6
[11]臺南市,北門區,國小,114702,市立錦湖國小,公立,偏遠,[727]臺南市北門區錦湖里75號,(06)7863454,http://www.jhes.tn.edu.tw,6,4,8,15,19,5.88,5,4
[11]臺南市,北門區,國小,114703,市立雙春國小,公立,特偏,[727]臺南市北門區雙春里35之2號,(06)7863141,http://scpsxoops.dcs.tn.edu.tw/,6,6,6,13,8,0,5,1
[11]臺南市,北門區,國小,114705,市立三慈國小,公立,偏遠,[727]臺南市北門區慈安里381號,(06)7850400,http://www.stps.tn.edu.tw,6,3,8,37,32,1.45,8,8
[11]臺南市,學甲區,國小,114708,市立宅港國小,公立,偏遠,[726]臺南市學甲區宅港里13號,(06)7833227,http://www.jges.tn.edu.tw,6,6,6,43,32,0,9,2
[11]臺南市,學甲區,國小,114709,市立頂洲國小,公立,偏遠,[726]臺南市學甲區三慶里頂洲108號,(06)7810231,http://www.djues.tn.edu.tw,6,2,10,40,34,0,2,5
[11]臺南市,下營區,國小,114713,市立賀建國小,公立,偏遠,[735]臺南市下營區賀建里麻豆寮49號,(06)6891109,http://www.hjes.tn.edu.tw,6,2,9,24,20,0,5,2
[11]臺南市,下營區,國小,114714,市立甲中國小,公立,偏遠,[735]臺南市下營區紅甲里71號,(06)6897481,http://www.cces.tn.edu.tw,6,4,7,35,37,0,9,1
[11]臺南市,官田區,國小,114720,市立官田國小,公立,偏遠,[720]臺南市官田區官田里11號,(06)6901195,http://www.gtes.tn.edu.tw,12,8,15,96,91,2.67,17,14
[11]臺南市,六甲區,國小,114722,市立嘉南國小,公立,偏遠,[734]臺南市六甲區龍湖里珊瑚路301號,(06)6982491,http://www.jnes.tn.edu.tw,6,2,9,36,27,0,8,3
[11]臺南市,官田區,國小,114723,市立渡拔國小,公立,偏遠,[720]臺南市官田區拔林里77之1號,(06)6901908,http://www.dbes.tn.edu.tw,6,5,7,42,49,4.4,13,13
[11]臺南市,大內區,國小,114724,市立大內國小,公立,偏遠,[742]臺南市大內區大內里63號,(06)5761007,http://www.dnes.tn.edu.tw,16,6,27,113,115,1.32,24,24
[11]臺南市,大內區,國小,114726,市立二溪國小,公立,偏遠,[742]臺南市大內區二溪里154號,(06)5762001,http://www.eses.tn.edu.tw,6,3,9,16,16,0,6,2
[11]臺南市,新營區,國小,114730,市立新橋國小,公立,偏遠,[730]臺南市新營區鐵線里1號,(06)6581343,http://www.sces.tn.edu.tw,6,1,11,19,8,0,6,4
[11]臺南市,新營區,國小,114731,市立新營區新興國小,公立,偏遠,[730]臺南市新營區太南里316號,(06)6523779,http://hhes.dcs.tn.edu.tw,7,4,9,48,48,1.04,11,8
[11]臺南市,新營區,國小,114734,市立新生國小,公立,偏遠,[730]臺南市新營區姑爺里52號,(06)6552524,http://www.sisps.tn.edu.tw,6,6,6,26,22,2.08,2,4
[11]臺南市,新營區,國小,114735,市立土庫國小,公立,偏遠,[730]臺南市新營區土庫里71之1號,(06)6362323,http://163.26.99.1,6,6,5,33,19,0,5,1
[11]臺南市,鹽水區,國小,114738,市立歡雅國小,公立,偏遠,[737]臺南市鹽水區歡雅里31號,(06)6552558,http://www.hyps.tn.edu.tw,6,6,6,33,46,1.27,5,9
[11]臺南市,鹽水區,國小,114739,市立?頭港國小,公立,偏遠,[737]臺南市鹽水區?頭港里202號,(06)6892014,http://www.hnes.tn.edu.tw,6,6,6,17,22,0,2,1
[11]臺南市,鹽水區,國小,114742,市立竹埔國小,公立,偏遠,[737]臺南市鹽水區竹林里92-1號,(06)6551001,http://www.jpes.tn.edu.tw,6,5,7,16,24,0,2,5
[11]臺南市,鹽水區,國小,114743,市立仁光國小,公立,偏遠,[737]臺南市鹽水區三明里舊營117號,(06)6523620,http://www.rges.tn.edu.tw,6,5,7,32,21,1.89,2,8
[11]臺南市,鹽水區,國小,114744,市立岸內國小,公立,偏遠,[737]臺南市鹽水區岸內里新岸內96號,(06)6524651,http://www.anes.tn.edu.tw,6,4,7,41,23,1.56,6,5
[11]臺南市,鹽水區,國小,114747,市立文昌國小,公立,偏遠,[737]臺南市鹽水區文昌里10-3號,(06)6522664,http://www.wces.tn.edu.tw,6,3,9,27,23,0,4,2
[11]臺南市,白河區,國小,114749,市立玉豐國小,公立,偏遠,[732]臺南市白河區玉豐里85號,(06)6852524,http://www.bhyfes.tn.edu.tw,6,6,6,48,45,0,15,12
[11]臺南市,白河區,國小,114750,市立竹門國小,公立,偏遠,[732]臺南市白河區竹門里113號,(06)6851290,http://www.jmes.tn.edu.tw,6,5,7,28,52,0,7,8
[11]臺南市,白河區,國小,114751,市立內角國小,公立,偏遠,[732]臺南市白河區內角里1號,(06)6817363,http://www.njes.tn.edu.tw,6,5,7,29,21,0,6,6
[11]臺南市,白河區,國小,114753,市立仙草國小,公立,偏遠,[732]臺南市白河區仙草里22號,(06)6854144,http://www.setes.tn.edu.tw,12,6,15,26,21,2.13,1,2
[11]臺南市,白河區,國小,114755,市立河東國小,公立,偏遠,[732]臺南市白河區河東里83之1號,(06)6852527,http://www.hdps.tn.edu.tw,10,4,13,24,17,0,7,4
[11]臺南市,白河區,國小,114756,市立大竹國小,公立,偏遠,[732]臺南市白河區大竹里3號,(06)6852508,http://www.djps.tn.edu.tw,6,5,7,23,34,0,4,6
[11]臺南市,柳營區,國小,114759,市立果毅國小,公立,偏遠,[736]臺南市柳營區果毅里61號,(06)6231310,http://163.26.124.2/,6,6,5,40,49,0,11,5
[11]臺南市,柳營區,國小,114761,市立太康國小,公立,偏遠,[736]臺南市柳營區太康里4之1號,(06)6220684,http://www.tkaes.tn.edu.tw,6,5,6,40,36,0,1,5
[11]臺南市,柳營區,國小,114762,市立新山國小,公立,偏遠,[736]臺南市柳營區旭山里新吉庄28之1號,(06)6231140,http://www.ssaes.tn.edu.tw,6,3,9,32,22,1.85,8,10
[11]臺南市,後壁區,國小,114764,市立菁寮國小,公立,偏遠,[731]臺南市後壁區墨林里282號,(06)6621271,http://www.jlps.tn.edu.tw,6,4,8,27,23,2,7,3
[11]臺南市,後壁區,國小,114765,市立安溪國小,公立,偏遠,[731]臺南市後壁區長安里5號,(06)6361535,http://www.ases.tn.edu.tw/index.php,6,3,9,33,32,1.54,7,4
[11]臺南市,後壁區,國小,114766,市立新東國小,公立,偏遠,[731]臺南市後壁區仕安里81號,(06)6320902,http://www.sdes.tn.edu.tw,6,4,8,30,33,0,8,5
[11]臺南市,後壁區,國小,114767,市立永安國小,公立,偏遠,[731]臺南市後壁區嘉田里48之5號,(06)6881763,http://163.26.121.1/index1.asp,6,4,8,38,50,0,6,6
[11]臺南市,後壁區,國小,114768,市立新嘉國小,公立,偏遠,[731]臺南市後壁區新嘉里210之2號,(06)6621981,http://www.hces.tn.edu.tw,6,4,8,22,16,0,11,3
[11]臺南市,後壁區,國小,114769,市立樹人國小,公立,偏遠,[731]臺南市後壁區烏樹里145號,(06)6856445,http://www.sres.tn.edu.tw,6,3,9,30,34,0,6,3
[11]臺南市,東山區,國小,114771,市立聖賢國小,公立,偏遠,[733]臺南市東山區聖賢里田尾29號,(06)6353170,http://120.116.98.1,6,5,7,25,9,2.94,6,7
[11]臺南市,東山區,國小,114772,市立東原國小,公立,特偏,[733]臺南市東山區東原里23鄰8號,(06)6861042,http://www.dyes.tn.edu.tw,6,7,5,38,64,0,11,11
[11]臺南市,東山區,國小,114774,市立青山國小,公立,特偏,[733]臺南市東山區青山里16號,(06)6861041,http://csps.dcs.tn.edu.tw,6,5,7,53,34,0,13,12
[11]臺南市,東山區,國小,114775,市立吉貝耍國小,公立,偏遠,[733]臺南市東山區東河里15號,(06)6231149,http://dhes.tn.edu.tw,6,6,5,17,16,0,4,2
[21]臺南市,南區,國小,213611,市立龍崗國小,公立,偏遠,[702]臺南市南區鯤鯓里鯤鯓路147號,(06)2620024,http://www.lgps.tn.edu.tw,6,7,4,43,43,0,7,6
[21]臺南市,安南區,國小,213631,市立青草國小,公立,偏遠,[709]臺南市安南區青砂街二段105巷32號,(06)2577631,http://www.ctes.tn.edu.tw,6,6,6,30,36,0,8,7
[21]臺南市,安南區,國小,213632,市立鎮海國小,公立,偏遠,[709]臺南市安南區大眾路381號,(06)2841700,http://www.jhps.tn.edu.tw,6,4,8,41,30,0,8,4
[21]臺南市,安南區,國小,213633,市立顯宮國小,公立,偏遠,[709]臺南市安南區顯宮二街1號,(06)2841723,http://www.skes.tn.edu.tw,6,2,10,24,37,0,7,6
[21]臺南市,安南區,國小,213635,市立安南區南興國小,公立,偏遠,[709]臺南市安南區公學路五段627號,(06)2873204,http://www.nses.tn.edu.tw,6,7,6,47,38,0,7,9
[21]臺南市,安南區,國小,213643,市立學東國小,公立,偏遠,[709]臺南市安南區公學路六段589號,(06)2870017,http://www.htes.tn.edu.tw,6,5,8,29,24,1.89,8,7
[12]高雄市,大樹區,國小,124632,市立興田國小,公立,偏遠,[840]高雄市大樹區興田里興田路59號,(07)6561527,http://www.xtp.ks.edu.tw,6,6,5,30,19,0,2,8
[12]高雄市,大樹區,國小,124633,市立龍目國小,公立,偏遠,[840]高雄市大樹區龍目里56號,(07)6514110,http://www.lmp.ks.edu.tw,6,7,9,21,23,0,3,3
[12]高雄市,大社區,國小,124639,市立嘉誠國小,公立,偏遠,[815]高雄市大社區嘉誠里嘉誠路22號,(07)3560418,http://www.jtn.ks.edu.tw,6,5,6,53,53,4.72,6,7
[12]高雄市,燕巢區,國小,124656,市立深水國小,公立,偏遠,[824]高雄市燕巢區深水里深中路2號,(07)6152447,http://www.ssp.ks.edu.tw,6,4,8,24,19,0,0,2
[12]高雄市,燕巢區,國小,124659,市立金山國小,公立,偏遠,[824]高雄市燕巢區金山里番田路29號,(07)6164328,http://www.jsn.ks.edu.tw,6,4,8,29,22,0,5,7
[12]高雄市,田寮區,國小,124660,市立田寮區新興國小,公立,偏遠,[823]高雄市田寮區新興里大新路2號,(07)6381348,http://www.xxp.ks.edu.tw,6,4,7,13,16,0,2,4
[12]高雄市,田寮區,國小,124661,市立崇德國小,公立,偏遠,[823]高雄市田寮區崇德里崇德路101號,(07)6367155,http://www.tdp.ks.edu.tw,6,6,5,35,32,0,7,8
[12]高雄市,路竹區,國小,124671,市立三埤國小,公立,偏遠,[821]高雄市路竹區三爺里民權路7號,(07)6962688,http://www.spi.ks.edu.tw,6,5,8,28,33,0,7,2
[12]高雄市,路竹區,國小,124672,市立北嶺國小,公立,偏遠,[821]高雄市路竹區北嶺里民治路85號,(07)6964786,http://www.blp.ks.edu.tw,6,6,7,23,29,0,4,3
[12]高雄市,湖內區,國小,124678,市立三侯國小,公立,偏遠,[829]高雄市湖內區中正路二段544號,(07)6909123,http://www.shp.ks.edu.tw,6,6,5,30,26,1.79,7,0
[12]高雄市,永安區,國小,124683,市立新港國小,公立,偏遠,[828]高雄市永安區新港里新興路25號,(07)6912040,http://www.xgp.ks.edu.tw,6,7,4,26,13,2.56,1,7
[12]高雄市,美濃區,國小,124698,市立東門國小,公立,偏遠,[843]高雄市美濃區東門里民族路36巷2號,(07)6812811,http://www.dmp.ks.edu.tw,6,7,4,25,29,1.85,16,5
[12]高雄市,美濃區,國小,124700,市立龍肚國小,公立,偏遠,[843]高雄市美濃區龍肚里龍東街43號,(07)6851124,http://www.ldp.ks.edu.tw,6,7,7,58,41,3.03,10,10
[12]高雄市,美濃區,國小,124702,市立廣興國小,公立,偏遠,[843]高雄市美濃區興隆里廣興街124號,(07)6812857,http://www.gxp.ks.edu.tw,6,4,8,31,28,1.69,11,8
[12]高雄市,美濃區,國小,124703,市立龍山國小,公立,偏遠,[843]高雄市美濃區龍山里龍山街62號,(07)6833654,http://www.lsp.ks.edu.tw,6,6,6,47,46,2.15,7,13
[12]高雄市,美濃區,國小,124704,市立福安國小,公立,偏遠,[843]高雄市美濃區中山路二段358號,(07)6812514,http://www.fap.ks.edu.tw,6,5,10,26,26,3.85,6,10
[12]高雄市,美濃區,國小,124705,市立吉東國小,公立,偏遠,[843]高雄市美濃區吉東里吉頂路19號,(07)6831144,http://www.jdp.ks.edu.tw,6,7,6,40,35,2.67,10,14
[12]高雄市,六龜區,國小,124706,市立六龜國小,公立,特偏,[844]高雄市六龜區義寶里光復路40號,(07)6891053,http://www.lgp.ks.edu.tw,8,6,12,73,67,13.57,18,10
[12]高雄市,六龜區,國小,124707,市立荖濃國小,公立,極偏,[844]高雄市六龜區荖濃里南橫路72號,(07)6881311,http://www.lnp.ks.edu.tw,6,3,9,15,15,3.33,4,12
[12]高雄市,六龜區,國小,124708,市立新發國小,公立,極偏,[844]高雄市六龜區新發里和平路130號,(07)6791387,http://www.xfp.ks.edu.tw,6,4,8,10,14,0,3,7
